time,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,1.1814450944868016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,1.1814450944868016,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,1.1814450944868016,0.0,0.6715582638975252,0.0,22.845417236662108,0.0,0.5969406790200223,0.0
480,0.4103967168262654,0.0,1.1814450944868016,0.0,0.6715582638975252,4.576545205820172,22.845417236662108,0.0,8.28255192140281,0.0
600,0.6839945280437757,0.0,2.213655018032583,0.0,0.7586121129212785,6.902126601169009,34.647431913351426,0.0,8.28255192140281,0.0
720,1.0695187165775402,0.0,2.213655018032583,3.084193508270116,0.7586121129212785,6.902126601169009,34.647431913351426,0.0,8.28255192140281,0.0
840,1.629150603158811,0.0,2.213655018032583,3.084193508270116,0.957592339261286,12.19997512604849,34.647431913351426,7.014052978959669,8.28255192140281,0.0
960,2.188782489740082,0.0,2.213655018032583,3.084193508270116,1.0819549807237905,15.719437883232619,65.42718567437251,7.014052978959669,9.115781619201591,0.0
1080,3.121502300708867,0.0,8.80487501554533,3.084193508270116,1.0819549807237905,15.719437883232619,65.42718567437251,7.014052978959669,9.115781619201591,0.0
1200,3.8801144136301455,0.0,8.80487501554533,3.084193508270116,1.5296604899888073,19.052356673953337,77.22920035295945,7.014052978959669,9.115781619201591,0.0
1320,4.651162790697675,0.0,8.80487501554533,11.180201467479169,1.5296604899888073,21.290884220752826,77.22920035295945,7.014052978959669,9.115781619201591,0.0
1440,5.447083696057704,0.6839945280437757,8.80487501554533,11.180201467479169,1.678895659743813,21.290884220752826,82.6514115159806,7.884591468722796,9.115781619201591,1.8032583012063177
1560,5.733117771421465,0.6839945280437757,15.607511502121119,11.180201467479169,1.678895659743813,22.696182068804724,82.6514115159806,9.737594826514115,9.115781619201591,1.8032583012063177
1680,6.317622186295237,0.6839945280437757,15.607511502121119,11.180201467479169,1.678895659743813,22.696182068804724,82.6514115159806,11.652779505036687,9.115781619201591,13.393856485511751
1800,6.839945280437757,0.6839945280437757,15.607511502121119,11.180201467479169,2.375326451933839,24.064171124892276,84.9894291764245,13.157567465309777,9.115781619201591,55.96318866049913
1920,7.349832110434026,0.6839945280437757,18.592214898644446,17.970401691331922,2.375326451933839,26.091282180731103,84.9894291764245,14.525556525192574,9.115781619201591,55.96318866049913
2040,7.934336525307797,0.6839945280437757,18.592214898644446,17.970401691331922,2.375326451933839,26.091282180731103,86.12112921752853,14.525556525192574,9.115781619201591,55.96318866049913
2160,8.680512374082825,0.6839945280437757,18.592214898644446,17.970401691331922,2.375326451933839,27.869667953644917,86.12112921752853,15.75674667567137,9.115781619201591,55.96318866049913
2280,9.202835468225345,2.3007088670563363,18.592214898644446,17.970401691331922,2.375326451933839,27.869667953644917,87.81246113667454,16.664593957873247,9.115781619201591,55.96318866049913
2400,9.712722298221614,2.3007088670563363,19.002611616656726,17.970401691331922,2.375326451933839,29.026240519246212,87.81246113667454,17.734112674450788,9.115781619201591,55.96318866049913
2520,10.259917920656635,2.3007088670563363,19.002611616656726,27.48414376321353,2.375326451933839,29.51125482094998,88.78248974482614,18.666832485419572,9.115781619201591,55.96318866049913
2640,10.794677278945406,7.250341997264022,19.002611616656726,27.48414376321353,2.375326451933839,29.51125482094998,88.78248974482614,19.487625919072105,9.115781619201591,55.96318866049913
2760,11.366745429672926,7.250341997264022,19.002611616656726,27.48414376321353,2.636487999005099,31.016042782646288,88.78248974482614,20.295983083834326,9.115781619201591,55.96318866049913
2880,11.714960826360947,7.250341997264022,23.069269989871398,27.48414376321353,2.636487999005099,31.476184556057554,89.2053227210546,20.295983083834326,9.115781619201591,55.96318866049913
3000,12.42382788329023,23.06926999319224,23.069269989871398,34.299216515358786,2.636487999005099,31.476184556057554,89.2053227210546,21.20383036651061,9.115781619201591,55.96318866049913
3120,12.610371845483987,23.06926999319224,23.069269989871398,34.299216515358786,2.636487999005099,33.17995273934981,89.96393483397587,22.086805120894393,9.115781619201591,55.96318866049913
3240,13.095386144578523,23.06926999319224,24.524312897354733,34.299216515358786,2.8603407536376073,33.938564857015145,89.96393483397587,22.820544705523172,9.115781619201591,55.96318866049913
3360,13.431165280322533,42.59420470327988,24.524312897354733,34.299216515358786,2.8603407536376073,33.938564857015145,90.6852381544584,23.504539233566945,9.115781619201591,55.96318866049913
3480,13.8913070537338,42.59420470327988,24.524312897354733,34.299216515358786,2.8603407536376073,34.970774781153935,90.6852381544584,24.12635244087947,10.222609128217883,55.96318866049913
3600,18.38079840815819,42.59420470327988,24.524312897354733,39.298594702151476,3.0220121875388632,34.970774781153935,90.6852381544584,25.18343489331076,10.222609128217883,55.96318866049913
3720,36.45069021266012,60.017410766958314,24.524312897354733,39.298594702151476,3.0220121875388632,34.970774781153935,90.6852381544584,25.556522817698273,10.222609128217883,55.96318866049913
3840,36.45069021266012,60.017410766958314,24.524312897354733,39.298594702151476,3.0220121875388632,35.95323964396366,90.6852381544584,25.556522817698273,10.222609128217883,55.96318866049913
3960,36.45069021266012,60.017410766958314,24.524312897354733,39.298594702151476,3.2085561497326203,35.95323964396366,90.6852381544584,25.954483270378287,10.222609128217883,55.96318866049913
4080,36.45069021266012,68.71035940898264,24.524312897354733,39.298594702151476,3.2085561497326203,36.438253945667434,90.6852381544584,26.601169005983312,10.222609128217883,55.96318866049913
