time,seed0,seed1,seed2,seed3,seed4,seed5,seed6,seed7,seed8,seed9
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,0.0,0.0,0.0,0.3606516602412635,0.4103967168262654,0.0,0.0,0.0,0.0,0.0
240,0.0,0.0,0.0,0.3606516602412635,0.4103967168262654,0.0,0.348215396095013,0.5720681507275215,0.4601417734112673,7.598557393359035
360,0.0,0.0,0.5098868299962691,0.3606516602412635,0.4725780375575177,0.0,0.4601417734112673,0.5720681507275215,0.4601417734112673,7.598557393359035
480,0.0,6.864817808730257,0.5098868299962691,0.3606516602412635,0.4725780375575177,0.0,0.4601417734112673,0.5720681507275215,0.4725780375575177,7.598557393359035
600,0.0,6.864817808730257,0.5098868299962691,0.3606516602412635,0.4725780375575177,0.0,0.4601417734112673,0.5720681507275215,0.4725780375575177,7.598557393359035
720,0.0,6.864817808730257,0.5098868299962691,0.3606516602412635,25.643576666722023,0.0,0.4601417734112673,0.5720681507275215,0.4850143017037682,7.598557393359035
840,0.0,6.864817808730257,0.5098868299962691,0.3606516602412635,25.643576666722023,0.0,0.4601417734112673,0.5720681507275215,0.5347593582887701,7.598557393359035
960,0.0,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.5347593582887701,7.598557393359035
1080,0.0,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.5347593582887701,7.598557393359035
1200,0.0,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.5720681507275215,7.598557393359035
1320,0.0,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.5720681507275215,7.598557393359035
1440,0.0,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
1560,6.926999129461509,6.864817808730257,0.5098868299962691,0.9949011317000374,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
1680,6.926999129461509,6.864817808730257,0.5098868299962691,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
1800,6.926999129461509,6.864817808730257,0.5098868299962691,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
1920,11.018530033577914,6.864817808730257,0.6342494714587738,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2040,11.018530033577914,6.864817808730257,0.6342494714587738,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2160,11.018530033577914,6.864817808730257,0.6342494714587738,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2280,11.018530033577914,6.864817808730257,0.6342494714587738,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2400,11.018530033577914,16.353687352319362,0.6342494714587738,6.019151846785226,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2520,11.018530033577914,16.353687352319362,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,0.5720681507275215,0.8456659619450317,7.598557393359035
2640,11.018530033577914,16.353687352319362,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,1.8032583012063177,0.8456659619450317,7.598557393359035
2760,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,1.8032583012063177,0.8456659619450317,7.598557393359035
2880,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,1.8032583012063177,0.8456659619450317,31.15284168635742
3000,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,1.8032583012063177,0.8456659619450317,31.15284168635742
3120,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3240,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,0.0,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3360,11.018530033577914,36.885959459676506,0.6342494714587738,28.093520706379802,25.643576666722023,3.1588110931476185,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3480,11.018530033577914,36.885959459676506,1.5794055465738093,53.77440616838702,25.643576666722023,3.1588110931476185,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3600,11.018530033577914,36.885959459676506,1.5794055465738093,53.77440616838702,25.643576666722023,4.377564979480164,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3720,11.018530033577914,36.885959459676506,1.5794055465738093,53.77440616838702,25.643576666722023,4.377564979480164,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3840,11.018530033577914,36.885959459676506,1.5794055465738093,53.77440616838702,25.643576666722023,4.377564979480164,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
3960,11.018530033577914,36.885959459676506,1.5794055465738093,53.77440616838702,25.643576666722023,4.377564979480164,17.311279691580648,7.213033204825271,0.8456659619450317,31.15284168635742
